voisins,Search,Voisin1,Voisin2,Voisin3,Voisin4,Voisin5,movieId,imdbId
"[11790, 10740, 11509, 15009, 14454, 13332]",11790,10740,11509,15009,14454,13332,102995,1772270
"[11791, 14425, 13836, 14052, 15126, 14504]",11791,14425,13836,14052,15126,14504,103008,2341664
"[11792, 14837, 11509, 14208, 15009, 12614]",11792,14837,11509,14208,15009,12614,103030,2066176
"[11793, 13846, 12434, 13176, 12076, 11167]",11793,13846,12434,13176,12076,11167,103042,770828
"[11794, 12680, 14837, 14864, 11814, 12614]",11794,12680,14837,14864,11814,12614,103048,2179116
"[11795, 14363, 14505, 15255, 15083, 14908]",11795,14363,14505,15255,15083,14908,103050,1926313
"[11796, 14908, 15356, 14499, 15255, 15132]",11796,14908,15356,14499,15255,15132,103055,1931435
"[11797, 14837, 15009, 13004, 12352, 12089]",11797,14837,15009,13004,12352,12089,103057,2073086
"[11798, 14536, 12569, 14370, 13961, 13332]",11798,14536,12569,14370,13961,13332,103059,1674773
"[11799, 14593, 12858, 15027, 12091, 14425]",11799,14593,12858,15027,12091,14425,103075,2184339
"[11800, 13398, 11433, 11849, 15533, 10487]",11800,13398,11433,11849,15533,10487,103081,1785389
"[11801, 14436, 14506, 14837, 10920, 15125]",11801,14436,14506,14837,10920,15125,103083,2032557
"[11802, 14425, 13836, 14052, 14393, 15356]",11802,14425,13836,14052,14393,15356,103085,1879032
"[11803, 13916, 13917, 12201, 15535, 8271]",11803,13916,13917,12201,15535,8271,103105,1176416
"[11804, 14185, 13339, 13265, 13398, 11849]",11804,14185,13339,13265,13398,11849,103107,2396566
"[11805, 15027, 11509, 11759, 14208, 14908]",11805,15027,11509,11759,14208,14908,103137,2132285
"[11806, 3427, 13730, 5830, 7371, 13708]",11806,3427,13730,5830,7371,13708,103141,1453405
"[11807, 14719, 15074, 12682, 14887, 13877]",11807,14719,15074,12682,14887,13877,103150,2193418
"[11808, 14052, 10944, 14219, 14718, 14393]",11808,14052,10944,14219,14718,14393,103171,1978524
"[11809, 14668, 12275, 13648, 11810, 8005]",11809,14668,12275,13648,11810,8005,103190,1468322
"[11810, 14537, 13855, 11870, 14668, 12534]",11810,14537,13855,11870,14668,12534,103210,1776196
"[11811, 14052, 15356, 15126, 14499, 12380]",11811,14052,15356,15126,14499,12380,103221,1935065
"[11812, 10215, 13750, 12512, 11110, 10540]",11812,10215,13750,12512,11110,10540,103228,1663662
"[11813, 13333, 12328, 12120, 13610, 15358]",11813,13333,12328,12120,13610,15358,103235,1924396
"[11814, 14837, 14506, 15340, 15125, 10099]",11814,14837,14506,15340,15125,10099,103237,1822302
"[11815, 8309, 13099, 10635, 13578, 5206]",11815,8309,13099,10635,13578,5206,103249,816711
"[11816, 12354, 9228, 10374, 10698, 14478]",11816,12354,9228,10374,10698,14478,103253,1535108
"[11817, 15125, 11509, 11887, 10081, 13924]",11817,15125,11509,11887,10081,13924,103255,2532528
"[11818, 11509, 14837, 14816, 15125, 14208]",11818,11509,14837,14816,15125,14208,103269,1758610
"[11819, 13907, 12152, 1290, 4056, 2665]",11819,13907,12152,1290,4056,2665,103273,82592
"[11820, 10354, 13668, 13233, 14565, 12273]",11820,10354,13668,13233,14565,12273,103275,1824254
"[11821, 14837, 11509, 14208, 14506, 12614]",11821,14837,11509,14208,14506,12614,103279,1932767
"[11822, 10101, 15297, 15622, 14301, 15009]",11822,10101,15297,15622,14301,15009,103299,1959332
"[11823, 12242, 10570, 14837, 11068, 12804]",11823,12242,10570,14837,11068,12804,103306,2051879
"[11824, 11068, 15516, 13530, 13610, 11037]",11824,11068,15516,13530,13610,11037,103315,1767354
"[11825, 15537, 13730, 14791, 13786, 9876]",11825,15537,13730,14791,13786,9876,103335,1690953
"[11826, 10995, 14208, 14837, 13586, 13812]",11826,10995,14208,14837,13586,13812,103339,2334879
"[11827, 10355, 12669, 15628, 13422, 15554]",11827,10355,12669,15628,13422,15554,103341,1213663
"[11828, 11509, 12094, 13816, 15027, 11577]",11828,11509,12094,13816,15027,11577,103366,1893256
"[11829, 13677, 9966, 13464, 13812, 11509]",11829,13677,9966,13464,13812,11509,103372,2404463
"[11830, 15554, 14594, 14052, 15356, 14393]",11830,15554,14594,14052,15356,14393,103384,1210819
"[11831, 15416, 15414, 14050, 13504, 14505]",11831,15416,15414,14050,13504,14505,103386,1872880
"[11832, 14244, 14245, 13963, 14321, 14505]",11832,14244,14245,13963,14321,14505,103439,2330866
"[11833, 14816, 14185, 13398, 15533, 11849]",11833,14816,14185,13398,15533,11849,103452,2481238
"[11834, 10579, 14295, 12089, 14968, 11980]",11834,10579,14295,12089,14968,11980,103465,1977739
"[11835, 11433, 15331, 12369, 11249, 14857]",11835,11433,15331,12369,11249,14857,103474,1276962
"[11836, 6707, 13160, 12428, 11838, 9517]",11836,6707,13160,12428,11838,9517,103481,411805
"[11837, 12493, 10940, 14669, 11396, 12858]",11837,12493,10940,14669,11396,12858,103483,2450186
"[11838, 11836, 14721, 12428, 15499, 6707]",11838,11836,14721,12428,15499,6707,103487,411806
"[11839, 14147, 12969, 12021, 14052, 14369]",11839,14147,12969,12021,14052,14369,103506,2072933
"[11840, 9621, 11739, 9747, 8494, 8004]",11840,9621,11739,9747,8494,8004,103521,1528734
"[11841, 8989, 14831, 12335, 5011, 9119]",11841,8989,14831,12335,5011,9119,103525,1060256
"[11842, 15483, 9528, 14505, 15009, 13420]",11842,15483,9528,14505,15009,13420,103534,1722450
"[11843, 15255, 14499, 14505, 14837, 11814]",11843,15255,14499,14505,14837,11814,103539,1714206
"[11844, 14908, 15255, 14499, 15356, 13975]",11844,14908,15255,14499,15356,13975,103541,1932718
"[11845, 14908, 15356, 14499, 12936, 15132]",11845,14908,15356,14499,12936,15132,103543,2265534
"[11846, 14593, 13149, 15074, 14249, 14425]",11846,14593,13149,15074,14249,14425,103547,1711018
"[11847, 14050, 14837, 11082, 13504, 14536]",11847,14050,14837,11082,13504,14536,103549,2179121
"[11848, 10127, 14837, 13586, 15009, 15358]",11848,10127,14837,13586,15009,15358,103554,2216240
"[11849, 13230, 11776, 11433, 14971, 12400]",11849,13230,11776,11433,14971,12400,103561,2290151
"[11850, 11927, 13649, 14590, 14185, 10487]",11850,11927,13649,14590,14185,10487,103572,2033981
"[11851, 11068, 14593, 12858, 15027, 14425]",11851,11068,14593,12858,15027,14425,103574,2620736
"[11852, 15009, 14370, 13300, 14681, 15242]",11852,15009,14370,13300,14681,15242,103590,2856930
"[11853, 12880, 14837, 14505, 15255, 14499]",11853,12880,14837,14505,15255,14499,103606,2205697
"[11854, 2613, 13226, 7426, 9094, 7621]",11854,2613,13226,7426,9094,7621,103609,103978
"[11855, 13325, 7621, 7643, 3693, 13324]",11855,13325,7621,7643,3693,13324,103619,102579
"[11856, 13453, 12389, 14552, 470, 7275]",11856,13453,12389,14552,470,7275,103621,99173
"[11857, 11509, 14837, 12747, 14816, 15125]",11857,11509,14837,12747,14816,15125,103624,2334649
"[11858, 14370, 14472, 15358, 14837, 13646]",11858,14370,14472,15358,14837,13646,103639,2356180
"[11859, 14805, 14968, 14334, 14052, 12352]",11859,14805,14968,14334,14052,12352,103641,2385104
"[11860, 11358, 14594, 12021, 15554, 14267]",11860,11358,14594,12021,15554,14267,103651,2296404
"[11861, 14594, 15554, 14393, 14052, 15356]",11861,14594,15554,14393,14052,15356,103655,790736
"[11862, 14837, 14370, 15009, 13004, 12080]",11862,14837,14370,15009,13004,12080,103661,1777034
"[11863, 13489, 15447, 10822, 12521, 11905]",11863,13489,15447,10822,12521,11905,103665,2495118
"[11864, 11509, 13812, 15255, 14499, 15356]",11864,11509,13812,15255,14499,15356,103667,1741243
"[11865, 11068, 14593, 14803, 9531, 13085]",11865,11068,14593,14803,9531,13085,103669,1480295
"[11866, 12769, 14251, 14404, 11068, 15516]",11866,12769,14251,14404,11068,15516,103685,2375574
"[11867, 14889, 10777, 15314, 10540, 10426]",11867,14889,10777,15314,10540,10426,103688,1457767
"[11868, 14766, 15297, 14404, 14593, 13623]",11868,14766,15297,14404,14593,13623,103727,1160996
"[11869, 14837, 14208, 11509, 12614, 15009]",11869,14837,14208,11509,12614,15009,103736,2012011
"[11870, 12275, 14668, 13855, 14537, 15554]",11870,12275,14668,13855,14537,15554,103747,1709652
"[11871, 12352, 11927, 11366, 13398, 14138]",11871,12352,11927,11366,13398,14138,103751,2795078
"[11872, 12980, 14385, 15429, 13791, 15162]",11872,12980,14385,15429,13791,15162,103755,1860353
"[11873, 9071, 7482, 13177, 10534, 7540]",11873,9071,7482,13177,10534,7540,103772,1430132
"[11874, 4465, 8321, 8494, 9747, 9621]",11874,4465,8321,8494,9747,9621,103792,1307963
"[11875, 15533, 13618, 13398, 11001, 10487]",11875,15533,13618,13398,11001,10487,103798,2499076
"[11876, 14908, 14499, 15255, 15356, 13975]",11876,14908,14499,15255,15356,13975,103801,2265398
"[11877, 14425, 13836, 14052, 14393, 15356]",11877,14425,13836,14052,14393,15356,103808,2318527
"[11878, 10110, 14321, 12335, 15204, 15554]",11878,10110,14321,12335,15204,15554,103810,1821694
"[11879, 12269, 14334, 14336, 4303, 10397]",11879,12269,14334,14336,4303,10397,103813,92549
"[11880, 15027, 14837, 14208, 11509, 13530]",11880,15027,14837,14208,11509,13530,103816,2272350
"[11881, 15356, 14499, 15255, 14052, 14393]",11881,15356,14499,15255,14052,14393,103819,2234025
"[11882, 14593, 15074, 13149, 14249, 14425]",11882,14593,15074,13149,14249,14425,103825,1911662
"[11883, 12335, 13963, 14323, 13004, 14297]",11883,12335,13963,14323,13004,14297,103849,2625030
"[11884, 14536, 12352, 14802, 13610, 14697]",11884,14536,12352,14802,13610,14697,103867,1654523
"[11885, 8314, 14370, 11750, 5036, 14152]",11885,8314,14370,11750,5036,14152,103873,1171701
"[11886, 13812, 11509, 15255, 13042, 11433]",11886,13812,11509,15255,13042,11433,103883,1272878
"[11887, 14837, 14565, 12352, 13300, 13890]",11887,14837,14565,12352,13300,13890,103935,1748043
"[11888, 14837, 12839, 13530, 11509, 14208]",11888,14837,12839,13530,11509,14208,103980,2334873
"[11889, 12201, 12683, 14669, 14594, 14425]",11889,12201,12683,14669,14594,14425,103982,1925435
"[11890, 12601, 13298, 13516, 14837, 14505]",11890,12601,13298,13516,14837,14505,103984,2358891
"[11891, 12152, 2549, 2550, 1771, 2072]",11891,12152,2549,2550,1771,2072,103990,96310
"[11892, 13149, 14249, 14608, 12428, 15074]",11892,13149,14249,14608,12428,15074,103996,2292959
"[11893, 4019, 4110, 7537, 8176, 12186]",11893,4019,4110,7537,8176,12186,104013,77864
"[11894, 4110, 15478, 4019, 13060, 4303]",11894,4110,15478,4019,13060,4303,104015,83675
"[11895, 11550, 12820, 12526, 13618, 15201]",11895,11550,12820,12526,13618,15201,104033,2077747
"[11896, 4049, 3137, 13151, 12152, 11502]",11896,4049,3137,13151,12152,11502,104041,122961
"[11897, 9622, 14847, 13567, 14208, 11054]",11897,9622,14847,13567,14208,11054,104074,1854564
"[11898, 10611, 13365, 14925, 13791, 14385]",11898,10611,13365,14925,13791,14385,104076,2017020
"[11899, 12669, 15628, 13201, 15554, 14052]",11899,12669,15628,13201,15554,14052,104078,469021
"[11900, 14552, 8843, 12152, 8858, 13907]",11900,14552,8843,12152,8858,13907,104085,99277
"[11901, 15255, 14499, 15356, 14052, 13758]",11901,15255,14499,15356,14052,13758,104089,2007360
"[11902, 14697, 14837, 13961, 13332, 14454]",11902,14697,14837,13961,13332,14454,104093,787442
"[11903, 14475, 14474, 13593, 15149, 14499]",11903,14475,14474,13593,15149,14499,104097,2908228
"[11904, 3404, 4303, 12694, 6189, 4110]",11904,3404,4303,12694,6189,4110,104099,78187
"[11905, 10822, 12521, 14208, 13812, 11509]",11905,10822,12521,14208,13812,11509,104129,2016940
"[11906, 4423, 2719, 1243, 2294, 9740]",11906,4423,2719,1243,2294,9740,104135,50432
"[11907, 14908, 14499, 14837, 10196, 14208]",11907,14908,14499,14837,10196,14208,104137,2195548
"[11908, 479, 12152, 3196, 11502, 4303]",11908,479,12152,3196,11502,4303,104175,104609
"[11909, 12971, 10569, 14909, 13818, 13782]",11909,12971,10569,14909,13818,13782,104211,1723121
"[11910, 11068, 15027, 12858, 14230, 14837]",11910,11068,15027,12858,14230,14837,104215,1244658
"[11911, 9926, 8097, 14464, 11259, 15448]",11911,9926,8097,14464,11259,15448,104218,2191701
"[11912, 14841, 10822, 11509, 13434, 14328]",11912,14841,10822,11509,13434,14328,104231,2165735
"[11913, 9721, 15554, 14499, 15153, 15356]",11913,9721,15554,14499,15153,15356,104241,1650554
"[11914, 14478, 5508, 10570, 13474, 14321]",11914,14478,5508,10570,13474,14321,104243,1411250
"[11915, 15429, 12573, 14464, 14385, 15251]",11915,15429,12573,14464,14385,15251,104245,1691917
"[11916, 12162, 12133, 12161, 12134, 12164]",11916,12162,12133,12161,12134,12164,104247,123334
"[11917, 12967, 10582, 10487, 12141, 14690]",11917,12967,10582,10487,12141,14690,104272,2545118
"[11918, 11068, 14593, 14208, 11950, 11509]",11918,11068,14593,14208,11950,11509,104274,1413495
"[11919, 13019, 13078, 12351, 15225, 15466]",11919,13019,13078,12351,15225,15466,104283,2013293
"[11920, 11366, 14370, 14208, 11509, 14837]",11920,11366,14370,14208,11509,14837,104303,2357129
"[11921, 13610, 14908, 13179, 15585, 13744]",11921,13610,14908,13179,15585,13744,104312,1538403
"[11922, 14837, 11509, 12130, 14208, 15255]",11922,14837,11509,12130,14208,15255,104319,790663
"[11923, 14208, 11509, 11433, 14837, 15027]",11923,14208,11509,11433,14837,15027,104321,2364949
"[11924, 12352, 11927, 11739, 14565, 12991]",11924,12352,11927,11739,14565,12991,104323,1671513
"[11925, 15533, 14837, 12419, 11509, 14208]",11925,15533,14837,12419,11509,14208,104337,1327773
"[11926, 12669, 15255, 14499, 15356, 14052]",11926,12669,15255,14499,15356,14052,104339,2294677
"[11927, 12352, 11632, 11737, 10354, 14185]",11927,12352,11632,11737,10354,14185,104350,2084953
"[11928, 14837, 11509, 14208, 14506, 12614]",11928,14837,11509,14208,14506,12614,104356,2268732
"[11929, 11509, 15027, 14837, 14908, 14208]",11929,11509,15027,14837,14908,14208,104361,2388637
"[11930, 14505, 13585, 12880, 12527, 10762]",11930,14505,13585,12880,12527,10762,104374,2194499
"[11931, 15554, 14548, 14052, 14363, 14693]",11931,15554,14548,14052,14363,14693,104379,2112124
"[11932, 12389, 13916, 10662, 8778, 14148]",11932,12389,13916,10662,8778,14148,104386,1188990
"[11933, 13068, 14593, 14425, 14887, 15074]",11933,13068,14593,14425,14887,15074,104388,1464535
"[11934, 11521, 7896, 8494, 10063, 2704]",11934,11521,7896,8494,10063,2704,104390,760188
"[11935, 4388, 10710, 7223, 10043, 6123]",11935,4388,10710,7223,10043,6123,104392,66735
"[11936, 14505, 14837, 15009, 12089, 12352]",11936,14505,14837,15009,12089,12352,104406,2219514
"[11937, 14887, 14251, 14404, 11068, 12099]",11937,14887,14251,14404,11068,12099,104408,1838722
"[11938, 13453, 14232, 10570, 14411, 12242]",11938,13453,14232,10570,14411,12242,104431,1631707
"[11939, 11509, 15027, 15422, 11759, 12808]",11939,11509,15027,15422,11759,12808,104441,2005374
"[11940, 12401, 13493, 12428, 13105, 14721]",11940,12401,13493,12428,13105,14721,104449,1756427
"[11941, 12966, 14230, 11068, 12858, 13453]",11941,12966,14230,11068,12858,13453,104457,1853739
"[11942, 2665, 12152, 13907, 6257, 14425]",11942,2665,12152,13907,6257,14425,104513,94886
"[11943, 15422, 15027, 13816, 11509, 15610]",11943,15422,15027,13816,11509,15610,104518,2171867
"[11944, 10336, 15535, 6483, 4855, 10479]",11944,10336,15535,6483,4855,10479,104561,1146320
"[11945, 12769, 14251, 6619, 14404, 11068]",11945,12769,14251,6619,14404,11068,104576,1555093
"[11946, 14152, 11552, 13873, 14244, 15071]",11946,14152,11552,13873,14244,15071,104590,1153040
"[11947, 12389, 14148, 12045, 8778, 13916]",11947,12389,14148,12045,8778,13916,104608,443435
"[11948, 15333, 12569, 12089, 12549, 13678]",11948,15333,12569,12089,12549,13678,104631,2103267
"[11949, 14138, 12352, 15213, 11927, 12066]",11949,14138,12352,15213,11927,12066,104636,1698010
"[11950, 14837, 11509, 14208, 11983, 15009]",11950,14837,11509,14208,11983,15009,104669,1790834
"[11951, 13493, 10680, 13068, 12428, 13149]",11951,13493,10680,13068,12428,13149,104671,1852770
"[11952, 14908, 12526, 15356, 13085, 15610]",11952,14908,12526,15356,13085,15610,104680,2450440
"[11953, 14657, 14052, 13505, 14641, 13504]",11953,14657,14052,13505,14641,13504,104685,1655413
"[11954, 12867, 13335, 13638, 14837, 14505]",11954,12867,13335,13638,14837,14505,104712,2378281
"[11955, 15074, 12050, 14425, 12428, 13082]",11955,15074,12050,14425,12428,13082,104728,2515086
"[11956, 11509, 11068, 15027, 15128, 10103]",11956,11509,11068,15027,15128,10103,104736,2218003
"[11957, 13833, 14591, 14593, 14608, 13149]",11957,13833,14591,14593,14608,13149,104760,2167202
"[11958, 14908, 14425, 12010, 15610, 15074]",11958,14908,14425,12010,15610,15074,104762,2201548
"[11959, 15580, 15512, 4110, 15570, 8486]",11959,15580,15512,4110,15570,8486,104780,211653
"[11960, 10487, 10793, 12352, 14565, 11433]",11960,10487,10793,12352,14565,11433,104807,1741225
"[11961, 12021, 14250, 14052, 13505, 15009]",11961,12021,14250,14052,13505,15009,104829,1038693
"[11962, 11502, 2726, 4423, 3939, 12152]",11962,11502,2726,4423,3939,12152,104835,76191
"[11963, 11388, 15315, 12586, 12340, 13176]",11963,11388,15315,12586,12340,13176,104841,1454468
"[11964, 14593, 12091, 14753, 12858, 15027]",11964,14593,12091,14753,12858,15027,104861,2537176
"[11965, 14505, 13478, 12021, 13967, 15255]",11965,14505,13478,12021,13967,15255,104863,1486834
"[11966, 15083, 12089, 15009, 12903, 11936]",11966,15083,12089,15009,12903,11936,104867,1840911
"[11967, 12400, 11849, 15255, 14499, 15356]",11967,12400,11849,15255,14499,15356,104875,2245195
"[11968, 12807, 13586, 14837, 11509, 13619]",11968,12807,13586,14837,11509,13619,104879,1392214
"[11969, 11509, 12094, 12335, 13816, 15027]",11969,11509,12094,12335,13816,15027,104881,1206543
"[11970, 15297, 14037, 10940, 12493, 14251]",11970,15297,14037,10940,12493,14251,104883,2330322
"[11971, 13398, 15009, 12916, 14506, 14370]",11971,13398,15009,12916,14506,14370,104903,1920945
"[11972, 15255, 14499, 15356, 15132, 14908]",11972,15255,14499,15356,15132,14908,104906,1985019
"[11973, 12966, 10426, 13453, 11068, 14367]",11973,12966,10426,13453,11068,14367,104908,2226417
"[11974, 14450, 7996, 14849, 8374, 9948]",11974,14450,7996,14849,8374,9948,104920,270053
"[11975, 14837, 11509, 14506, 14208, 12614]",11975,14837,11509,14506,14208,12614,104944,2370248
"[11976, 14393, 11068, 14208, 11509, 14593]",11976,14393,11068,14208,11509,14593,104947,1937449
"[11977, 11521, 8603, 7498, 8494, 9287]",11977,11521,8603,7498,8494,9287,104959,387037
"[11978, 12352, 12526, 11927, 11097, 13230]",11978,12352,12526,11927,11097,13230,104975,1596753
"[11979, 15255, 14499, 15356, 13349, 8494]",11979,15255,14499,15356,13349,8494,104990,1145157
"[11980, 14968, 14295, 12089, 14052, 11068]",11980,14968,14295,12089,14052,11068,104996,2229842
"[11981, 12841, 14536, 12569, 10439, 15009]",11981,12841,14536,12569,10439,15009,104998,2371824
"[11982, 8271, 15297, 12045, 9113, 14148]",11982,8271,15297,12045,9113,14148,105013,494224
"[11983, 15009, 14454, 13332, 13961, 12089]",11983,15009,14454,13332,13961,12089,105028,1754367
"[11984, 15356, 14499, 15255, 15132, 14908]",11984,15356,14499,15255,15132,14908,105037,1758795
"[11985, 12091, 11068, 11759, 14593, 10103]",11985,12091,11068,11759,14593,10103,105053,1132285
"[11986, 12357, 4747, 14856, 13398, 14138]",11986,12357,4747,14856,13398,14138,105068,2830416
"[11987, 15610, 15027, 11509, 11068, 12902]",11987,15610,15027,11509,11068,12902,105073,1925479
"[11988, 15514, 12231, 13085, 14908, 15053]",11988,15514,12231,13085,14908,15053,105086,1532958
"[11989, 11719, 9621, 6682, 8494, 8004]",11989,11719,9621,6682,8494,8004,105091,1337117
"[11990, 14932, 11068, 13623, 12021, 11727]",11990,14932,11068,13623,12021,11727,105121,1844203
"[11991, 13035, 14908, 13085, 14506, 15356]",11991,13035,14908,13085,14506,15356,105126,2312890
"[11992, 12352, 14816, 13398, 13618, 14886]",11992,12352,14816,13398,13618,14886,105128,1293751
"[11993, 11440, 12021, 14334, 15622, 12335]",11993,11440,12021,14334,15622,12335,105133,1580426
"[11994, 12152, 4303, 13907, 9248, 3396]",11994,12152,4303,13907,9248,3396,105135,86113
"[11995, 14505, 15255, 15083, 14499, 15126]",11995,14505,15255,15083,14499,15126,105157,1874789
"[11996, 14837, 14208, 11509, 12592, 12089]",11996,14837,14208,11509,12592,12089,105159,1859446
"[11997, 14593, 11068, 14887, 14842, 15074]",11997,14593,11068,14887,14842,15074,105176,1861279
"[11998, 4423, 6022, 5426, 4198, 9740]",11998,4423,6022,5426,4198,9740,105178,47149
"[11999, 14837, 13300, 13530, 11509, 12680]",11999,14837,13300,13530,11509,12680,105197,1821549
"[12000, 15074, 13877, 14425, 14052, 14147]",12000,15074,13877,14425,14052,14147,105204,1167675
"[12001, 6238, 6204, 4303, 13907, 12152]",12001,6238,6204,4303,13907,12152,105206,94651
"[12002, 15255, 14499, 14908, 15356, 14505]",12002,15255,14499,14908,15356,14505,105211,2390361
"[12003, 14908, 15356, 14499, 15255, 15132]",12003,14908,15356,14499,15255,15132,105213,2229499
"[12004, 15251, 14052, 13567, 15206, 12777]",12004,15251,14052,13567,15206,12777,105217,1488181
"[12005, 14895, 10439, 14657, 15009, 14503]",12005,14895,10439,14657,15009,14503,105246,2027140
"[12006, 11849, 15514, 14837, 14499, 12261]",12006,11849,15514,14837,14499,12261,105248,2172935
"[12007, 12152, 4279, 4303, 13151, 4013]",12007,12152,4279,4303,13151,4013,105252,85356
"[12008, 14052, 15303, 12021, 12089, 15554]",12008,14052,15303,12021,12089,15554,105254,2332579
"[12009, 11737, 12141, 14690, 12352, 12273]",12009,11737,12141,14690,12352,12273,105269,1623757
"[12010, 14593, 11068, 13507, 14425, 14842]",12010,14593,11068,13507,14425,14842,105275,2179087
"[12011, 11509, 15009, 12769, 12335, 12089]",12011,11509,15009,12769,12335,12089,105302,1981140
"[12012, 11502, 13151, 12152, 9887, 13794]",12012,11502,13151,12152,9887,13794,105308,102848
"[12013, 14425, 15074, 14593, 14393, 13836]",12013,14425,15074,14593,14393,13836,105325,2274570
"[12014, 14505, 13004, 14837, 13736, 11092]",12014,14505,13004,14837,13736,11092,105340,2659414
"[12015, 15025, 15358, 11509, 13360, 13586]",12015,15025,15358,11509,13360,13586,105343,2377938
"[12016, 10004, 14908, 3612, 9258, 13117]",12016,10004,14908,3612,9258,13117,105345,867334
"[12017, 11509, 15027, 15610, 11068, 14593]",12017,11509,15027,15610,11068,14593,105351,2364841
"[12018, 11545, 14050, 14536, 15203, 14837]",12018,11545,14050,14536,15203,14837,105355,2278871
"[12019, 15231, 13068, 11662, 14593, 11980]",12019,15231,13068,11662,14593,11980,105357,2070862
"[12020, 14253, 14904, 12549, 12089, 12021]",12020,14253,14904,12549,12089,12021,105364,1846472
"[12021, 14250, 13812, 14052, 14328, 12089]",12021,14250,13812,14052,14328,12089,105368,2133239
"[12022, 12089, 15009, 14295, 14968, 14370]",12022,12089,15009,14295,14968,14370,105375,1847746
"[12023, 14593, 12858, 14425, 11068, 13836]",12023,14593,12858,14425,11068,13836,105386,2230358
"[12024, 14837, 14208, 11509, 12526, 12089]",12024,14837,14208,11509,12526,12089,105404,2061756
"[12025, 14837, 13300, 13610, 14697, 15340]",12025,14837,13300,13610,14697,15340,105420,2345112
"[12026, 14454, 14536, 13961, 13332, 15009]",12026,14454,14536,13961,13332,15009,105423,1846492
"[12027, 15533, 14604, 14890, 10487, 12419]",12027,15533,14604,14890,10487,12419,105429,2215151
"[12028, 13360, 11509, 13188, 13963, 15009]",12028,13360,11509,13188,13963,15009,105453,2717558
"[12029, 2636, 4504, 14442, 4750, 5087]",12029,2636,4504,14442,4750,5087,105465,68190
"[12030, 14385, 15429, 9330, 13791, 11898]",12030,14385,15429,9330,13791,11898,105468,1985966
"[12031, 13386, 13774, 11068, 11509, 13711]",12031,13386,13774,11068,11509,13711,105477,1787988
"[12032, 14657, 15303, 14052, 15520, 13298]",12032,14657,15303,14052,15520,13298,105484,1736636
"[12033, 9531, 8160, 7982, 3612, 10798]",12033,9531,8160,7982,3612,10798,105492,439544
"[12034, 12335, 12094, 11509, 13192, 14837]",12034,12335,12094,11509,13192,14837,105504,1535109
"[12035, 14585, 14837, 14208, 11509, 13610]",12035,14585,14837,14208,11509,13610,105519,1928340
"[12036, 12352, 12261, 13727, 15476, 15445]",12036,12352,12261,13727,15476,15445,105538,2577990
"[12037, 11124, 15623, 14334, 13042, 14593]",12037,11124,15623,14334,13042,14593,105585,2002718
"[12038, 11509, 14837, 15125, 10740, 13530]",12038,11509,14837,15125,10740,13530,105593,1450321
"[12039, 12089, 13585, 15387, 14908, 15009]",12039,12089,13585,15387,14908,15009,105597,1645131
"[12040, 14217, 14505, 13585, 12716, 12669]",12040,14217,14505,13585,12716,12669,105608,2481198
"[12041, 15356, 14499, 15255, 15132, 14908]",12041,15356,14499,15255,15132,14908,105620,1171222
"[12042, 14052, 14908, 12021, 12089, 15152]",12042,14052,14908,12021,12089,15152,105622,2294965
"[12043, 14052, 14982, 14147, 13840, 14968]",12043,14052,14982,14147,13840,14968,105630,2126362
"[12044, 12885, 14436, 14968, 14837, 11068]",12044,12885,14436,14968,14837,11068,105653,1211956
"[12045, 9113, 14148, 10483, 14593, 12389]",12045,9113,14148,10483,14593,12389,105700,453533
"[12046, 14895, 10439, 14657, 11572, 15009]",12046,14895,10439,14657,11572,15009,105703,2094877
"[12047, 13548, 11509, 15027, 14154, 14908]",12047,13548,11509,15027,14154,14908,105709,1869416
"[12048, 14908, 15356, 14499, 15255, 14393]",12048,14908,15356,14499,15255,14393,105715,1407061
"[12049, 11509, 15027, 11759, 14208, 14837]",12049,11509,15027,11759,14208,14837,105742,1837703
"[12050, 14393, 14052, 13758, 14425, 14594]",12050,14393,14052,13758,14425,14594,105746,2708946
"[12051, 15610, 15027, 11509, 11068, 14079]",12051,15610,15027,11509,11068,14079,105755,2193215
"[12052, 2732, 11502, 2731, 9498, 14106]",12052,2732,11502,2731,9498,14106,105763,77247
"[12053, 15255, 14499, 15356, 15132, 15083]",12053,15255,14499,15356,15132,15083,105778,1937269
"[12054, 11502, 214, 311, 6533, 8855]",12054,11502,214,311,6533,8855,105794,119576
"[12055, 12261, 12357, 11849, 14971, 13230]",12055,12261,12357,11849,14971,13230,105799,2636522
"[12056, 14425, 15074, 14593, 15027, 15516]",12056,14425,15074,14593,15027,15516,105801,2187884
"[12057, 12077, 12093, 6932, 5555, 13917]",12057,12077,12093,6932,5555,13917,105811,255198
"[12058, 8477, 11585, 5555, 6974, 6623]",12058,8477,11585,5555,6974,6623,105813,70122
"[12059, 12858, 14593, 14037, 11733, 11396]",12059,12858,14593,14037,11733,11396,105815,1468381
"[12060, 8054, 6745, 6932, 12077, 8858]",12060,8054,6745,6932,12077,8858,105837,109916
"[12061, 12378, 13992, 14837, 14370, 12419]",12061,12378,13992,14837,14370,12419,105844,2024544
"[12062, 15255, 15083, 14499, 15126, 15356]",12062,15255,15083,14499,15126,15356,105855,2286990
"[12063, 10579, 15009, 12089, 14837, 13598]",12063,10579,15009,12089,14837,13598,105863,2187115
